month,region,revenue,units_sold,cogs,avg_unit_price,month_dt,avg_temp_c,total_precip_mm,competitor_price_index,market_sentiment_score,inflation_rate_pct,marketing_spend,opex_other,operating_income,revenue_lag1,revenue_lag2,revenue_rolling3,units_sold_lag1,units_sold_lag2,units_sold_rolling3,month_num,year,time_idx
2024-03-01,Latin America,765178.0,3982,470562.94,192.05830583058307,2024-03-01,34.10967741935484,102.3,101.44,-0.13,2.8,66176.75,86708.24,141730.07,660110.0,640374.0,725537.6666666666,3480.0,3346.0,3775.6666666666665,3,2024,15
2024-04-01,Latin America,756869.0,3891,465527.03,192.05491990846681,2024-04-01,33.736666666666665,106.6,100.78,0.034,2.98,56410.22,102549.84,132381.90999999997,765178.0,660110.0,688554.0,3982.0,3480.0,3602.6666666666665,4,2024,16
2024-05-01,Latin America,767402.0,3998,471192.78,192.38870431893687,2024-05-01,30.36774193548387,81.0,100.44,0.105,2.7,53813.1,81346.75,161049.36999999997,756869.0,765178.0,727385.6666666666,3891.0,3982.0,3784.3333333333335,5,2024,17
2024-06-01,Latin America,689973.0,3577,426257.39,191.93915040183697,2024-06-01,26.06,90.2,101.47999999999999,0.183,3.23,54546.98,74638.85,134529.77999999997,767402.0,756869.0,763149.6666666666,3998.0,3891.0,3957.0,6,2024,18
2024-07-01,Latin America,628839.0,3251,386817.31,192.76844494892168,2024-07-01,20.461290322580645,100.1,99.14,0.088,3.07,44214.1,66607.18,131200.41,689973.0,767402.0,738081.3333333334,3577.0,3998.0,3822.0,7,2024,19
2024-08-01,Latin America,531441.0,2789,326945.76,191.60619977037888,2024-08-01,15.961290322580645,63.9,99.9,0.236,2.68,40277.88,62429.9,101787.46,628839.0,689973.0,695404.6666666666,3251.0,3577.0,3608.6666666666665,8,2024,20
2024-09-01,Latin America,511951.0,2659,314176.89,191.39570917759238,2024-09-01,15.09,71.4,101.17999999999999,0.146,2.87,31373.8,65758.66,100641.65,531441.0,628839.0,616751.0,2789.0,3251.0,3205.6666666666665,9,2024,21
2024-10-01,Latin America,548090.0,2860,335269.12,191.41379310344828,2024-10-01,14.76774193548387,93.0,100.62,0.211,2.91,48486.47,71820.92,92513.49,511951.0,531441.0,557410.3333333334,2659.0,2789.0,2899.6666666666665,10,2024,22
2024-11-01,Latin America,944020.0,4900,577509.66,192.25867861142217,2024-11-01,16.03666666666667,43.6,100.53999999999999,0.342,3.02,56767.44,130096.19,179646.70999999996,548090.0,511951.0,530494.0,2860.0,2659.0,2769.3333333333335,11,2024,23
2024-12-01,Latin America,1125696.0,5834,691444.67,192.22545846817692,2024-12-01,21.812903225806455,78.2,98.94,0.285,2.51,87625.7,137783.32,208842.30999999997,944020.0,548090.0,668020.3333333334,4900.0,2860.0,3473.0,12,2024,24
2025-01-01,Latin America,788407.0,4093,487498.58,192.77337733773376,2025-01-01,26.635483870967743,67.7,99.74,0.478,2.79,70073.65,105019.03,125815.74,1125696.0,944020.0,872602.0,5834.0,4900.0,4531.333333333333,1,2025,25
2025-02-01,Latin America,826290.0,4280,506263.0,191.82608695652175,2025-02-01,31.189285714285713,74.10000000000001,100.78,0.373,2.82,71884.41,82954.8,165187.78999999998,788407.0,1125696.0,952707.6666666666,4093.0,5834.0,4942.333333333333,2,2025,26
2025-03-01,Latin America,969666.0,5024,598320.35,191.8385698808234,2025-03-01,32.76774193548387,78.5,99.78,0.385,3.04,58233.12,123603.2,189509.33,826290.0,788407.0,913464.3333333334,4280.0,4093.0,4735.666666666667,3,2025,27
2025-04-01,Latin America,948698.0,4872,583681.05,192.17567567567568,2025-04-01,33.92,85.3,101.86,0.355,2.42,75049.41,106711.97,183255.56999999992,969666.0,826290.0,861454.3333333334,5024.0,4280.0,4465.666666666667,4,2025,28
2025-05-01,Latin America,953037.0,4963,586552.44,191.35038084874864,2025-05-01,31.903225806451612,85.8,98.96000000000001,0.291,2.89,79947.44,99141.17,187395.95000000007,948698.0,969666.0,914884.6666666666,4872.0,5024.0,4725.333333333333,5,2025,29
2025-06-01,Latin America,869020.0,4490,533282.59,191.37612612612614,2025-06-01,26.39333333333333,94.2,99.25999999999999,0.312,2.85,64202.34,101948.81,169586.26000000007,953037.0,948698.0,957133.6666666666,4963.0,4872.0,4953.0,6,2025,30
2025-07-01,Latin America,794055.0,4135,489110.2,191.3956043956044,2025-07-01,21.46451612903226,79.4,98.6,0.323,2.93,49273.92,99157.03,156513.85,869020.0,953037.0,923585.0,4490.0,4963.0,4775.0,7,2025,31
